"name","type","url","dataset_DOI","description","published_at","publisher","citationHtml","identifier_of_dataverse","name_of_dataverse","citation","storageIdentifier","keywords","subjects","fileCount","versionId","versionState","majorVersion","minorVersion","createdAt","updatedAt","contacts","publications","producers","geographicCoverage","authors","dataSources","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"Analysis of solid matters and particle-bound pesticides as part of the PULSE project","dataset","https://doi.org/10.57745/J7GQDW","doi:10.57745/J7GQDW","This dataset was collected at the ZABR's Ardières-Morcille site-atelier (Beaujolais, France) at 3 measurement sites at 3 different scales: plot, sub-catchment and catchment. For more information on data collection and analysis, please refer to the associated datapaper. The dataset consists of the sediment budget from the sediment trap installed on the plot and samples analysis for grain size, major elements analysis of solid matters, and particle-bound pesticides.","2025-02-26T13:06:06Z","RIVERLY","Pic, Jessica; Courapied, Fanny; Fressard, Mathieu; Gouy, V&eacute;ronique; Guillemain, C&eacute;line; Marie, Romain; Margoum, Christelle; Masson, Matthieu; Richard, Lo&iuml;c; Carluer, Nadia, 2025, ""Analysis of solid matters and particle-bound pesticides as part of the PULSE project"", <a href=""https://doi.org/10.57745/J7GQDW"" target=""_blank"">https://doi.org/10.57745/J7GQDW</a>, Recherche Data Gouv, V1, UNF:6:738UiW9CvGeerlv8GQXGbA== [fileUNF]","riverly","RIVERLY","Pic, Jessica; Courapied, Fanny; Fressard, Mathieu; Gouy, Véronique; Guillemain, Céline; Marie, Romain; Margoum, Christelle; Masson, Matthieu; Richard, Loïc; Carluer, Nadia, 2025, ""Analysis of solid matters and particle-bound pesticides as part of the PULSE project"", https://doi.org/10.57745/J7GQDW, Recherche Data Gouv, V1, UNF:6:738UiW9CvGeerlv8GQXGbA== [fileUNF]","inrae://10.57745/J7GQDW","","Earth and Environmental Sciences",6,276231,"RELEASED",1,1,"2024-09-20T08:47:53Z","2025-02-26T13:10:25Z","Pic, Jessica; Université Bretagne Sud","","","","Pic, Jessica; Courapied, Fanny; Fressard, Mathieu; Gouy, Véronique; Guillemain, Céline; Marie, Romain; Margoum, Christelle; Masson, Matthieu; Richard, Loïc; Carluer, Nadia","",48,28,6,1,30429,0
"Biodiversity data for invertebrates","dataset","https://doi.org/10.57745/RS8266","doi:10.57745/RS8266","Current and future biodiversity data in drying river networks","2025-02-14T17:16:17Z","DRYvER-WP2","DATRY, THIBAULT, 2025, ""Biodiversity data for invertebrates"", <a href=""https://doi.org/10.57745/RS8266"" target=""_blank"">https://doi.org/10.57745/RS8266</a>, Recherche Data Gouv, V4, UNF:6:WTHHRyEQbMSyNjAYppwrwg== [fileUNF]","Dryver-WP2","DRYvER-WP2","DATRY, THIBAULT, 2025, ""Biodiversity data for invertebrates"", https://doi.org/10.57745/RS8266, Recherche Data Gouv, V4, UNF:6:WTHHRyEQbMSyNjAYppwrwg== [fileUNF]","inrae://10.57745/RS8266","","Earth and Environmental Sciences",5,276081,"RELEASED",4,0,"2025-01-07T10:34:29Z","2025-02-14T17:16:17Z","DATRY, THIBAULT; INRAE","","DRYVER","","DATRY, THIBAULT","",190,75,7,5,6312644,0.006
"Maillage du modèle hydrologique J2000 Arvan","dataset","https://doi.org/10.57745/RZ1LWK","doi:10.57745/RZ1LWK","Éléments qui composent le maillage du modèle hydrologique J2000 pour le bassin versant de l'Arvan à St Jean d'Arves. Les fichiers ""hru"" représentent les mailles du maillage. Les fichiers ""reach"" décrivent les tronçons qui composent le réseau hydrographique. Les fichiers ""Points_Arvan-10"" indiquent la localisation des prélèvements éco-hydrologiques ainsi que les stations hydrométriques du bassin versant.","2022-09-10T14:29:34Z","Data INRAE","LEMOINE, ANTHONY, 2022, ""Maillage du mod&egrave;le hydrologique J2000 Arvan"", <a href=""https://doi.org/10.57745/RZ1LWK"" target=""_blank"">https://doi.org/10.57745/RZ1LWK</a>, Recherche Data Gouv, V1","inrae","Data INRAE","LEMOINE, ANTHONY, 2022, ""Maillage du modèle hydrologique J2000 Arvan"", https://doi.org/10.57745/RZ1LWK, Recherche Data Gouv, V1","inrae://10.57745/RZ1LWK","","Earth and Environmental Sciences",12,265178,"RELEASED",1,1,"2022-09-10T14:24:14Z","2022-09-12T15:43:29Z","LEMOINE, ANTHONY; INRAE","","","France; Saint Sorlin d'Arves,","LEMOINE, ANTHONY","",766,270,4,2,NA,NA
"Data used for the research paper Laible et al. (2023)","dataset","https://doi.org/10.57745/EKCG4J","doi:10.57745/EKCG4J","Data used in the research paper: ""Comparison of grain size distribution measurements of sand‑silt mixtures using laser diffraction systems""","2023-03-09T08:48:03Z","RIVERLY","Laible, Jessica; Camenen, Beno&icirc;t; Le Coz, J&eacute;r&ocirc;me; Pierrefeu, Gilles; Mourier, Brice; Lauters, Fran&ccedil;ois; Dramais, Guillaume, 2023, ""Data used for the research paper Laible et al. (2023)"", <a href=""https://doi.org/10.57745/EKCG4J"" target=""_blank"">https://doi.org/10.57745/EKCG4J</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Laible, Jessica; Camenen, Benoît; Le Coz, Jérôme; Pierrefeu, Gilles; Mourier, Brice; Lauters, François; Dramais, Guillaume, 2023, ""Data used for the research paper Laible et al. (2023)"", https://doi.org/10.57745/EKCG4J, Recherche Data Gouv, V1","inrae://10.57745/EKCG4J","","Earth and Environmental Sciences",12,266895,"RELEASED",1,0,"2023-03-06T08:09:30Z","2023-03-09T08:48:03Z","Laible, Jessica; INRAE; Camenen, Benoît; INRAE; Le Coz, Jérôme; INRAE","Jessica Laible, Benoît Camenen, Jérôme Le Coz, Gilles Pierrefeu, Brice Mourier, François Lauters, Guillaume Dramais (2023): Comparison of grain size distribution measurements of sand‑silt mixtures using laser diffraction systems.","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement; Compagnie Nationale du Rhône; Electricité de France","","Laible, Jessica; Camenen, Benoît; Le Coz, Jérôme; Pierrefeu, Gilles; Mourier, Brice; Lauters, François; Dramais, Guillaume","",250,154,28,6,411492,0
"SCOPE Hydro","dataset","https://doi.org/10.57745/ATSVJC","doi:10.57745/ATSVJC","The hydrological reconstruction over France – called SCOPE Hydro (Spatially COherent Probabilistic Extension Hydro) – provides daily ensemble streamflow over 662 near-natural catchments of France over the 1871-2012 period. The SCOPE Hydro reconstruction originated from the GR6J model using the temperature, precipitation and evapotranspiration of the SCOPE Climate reconstruction as inputs.","2023-02-01T15:48:45Z","RIVERLY","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin, 2023, ""SCOPE Hydro"", <a href=""https://doi.org/10.57745/ATSVJC"" target=""_blank"">https://doi.org/10.57745/ATSVJC</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin, 2023, ""SCOPE Hydro"", https://doi.org/10.57745/ATSVJC, Recherche Data Gouv, V1","inrae://10.57745/ATSVJC","reconstruction, hydrology, france","Earth and Environmental Sciences",5,266298,"RELEASED",1,0,"2023-02-01T09:31:13Z","2023-02-01T15:48:45Z","Vidal, Jean-Philippe; INRAE, UR RiverLy, Lyon-Villeurbanne","Caillouet, L., Vidal, J.-P., Sauquet, E., Devers, A., and Graff, B.: Ensemble reconstruction of spatio-temporal extreme low-flow events in France since&nbsp;1871, Hydrol. Earth Syst. Sci., 21, 2923–2951","","","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin","",244,164,23,9,3704759056,3.45
"Safran Hydro","dataset","https://doi.org/10.57745/6VR1SR","doi:10.57745/6VR1SR","The hydrological reconstruction over France – called Safran Hydro – provides daily derministic streamflow over 662 near-natural catchments of France over the 1 August 1958 to 31 July 2014 period. The Safran Hydro reconstruction originated from the GR6J model using the temperature, precipitation and evapotranspiration of the widely used Safran reanalysis as inputs.","2023-02-01T15:49:05Z","RIVERLY","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin, 2023, ""Safran Hydro"", <a href=""https://doi.org/10.57745/6VR1SR"" target=""_blank"">https://doi.org/10.57745/6VR1SR</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin, 2023, ""Safran Hydro"", https://doi.org/10.57745/6VR1SR, Recherche Data Gouv, V1","inrae://10.57745/6VR1SR","reconstruction, hydrology, france","Earth and Environmental Sciences",5,266299,"RELEASED",1,0,"2023-02-01T09:34:24Z","2023-02-01T15:49:05Z","Vidal, Jean-Philippe; INRAE, UR RiverLy, Lyon-Villeurbanne","Caillouet, L., Vidal, J.-P., Sauquet, E., Devers, A., and Graff, B.: Ensemble reconstruction of spatio-temporal extreme low-flow events in France since&nbsp;1871, Hydrol. Earth Syst. Sci., 21, 2923–2951,","","","Caillouet, Laurie; Vidal, Jean-Philippe; Sauquet, Eric; Devers, Alexandre; Graff, Benjamin","",353,201,83,21,60282348,0.056
"HydRE","dataset","https://doi.org/10.57745/4HK78J","doi:10.57745/4HK78J","The hydrological reconstruction over France – called HydRE (Hydrological REconstructions) – provides daily ensemble streamflow over 661 near-natural catchments of France over the 1871-2012 period. The HydRE reconstruction originated from the GR6J model using the temperature and precipitation of FYRE Climate reanalysis and evapotranspiration of the SCOPE Climate reconstruction as inputs.","2023-02-01T15:11:40Z","RIVERLY","Devers, Alexandre; Vidal, Jean-Philippe; Lauvernet, Claire; Vannier, Olivier, 2023, ""HydRE"", <a href=""https://doi.org/10.57745/4HK78J"" target=""_blank"">https://doi.org/10.57745/4HK78J</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Devers, Alexandre; Vidal, Jean-Philippe; Lauvernet, Claire; Vannier, Olivier, 2023, ""HydRE"", https://doi.org/10.57745/4HK78J, Recherche Data Gouv, V1","inrae://10.57745/4HK78J","","Earth and Environmental Sciences",5,266300,"RELEASED",1,0,"2023-02-01T09:36:48Z","2023-02-01T15:11:40Z","Devers, Alexandre; INRAE, UR RiverLy, Lyon-Villeurbanne","Alexandre Devers. Vers une réanalyse hydrométéorologique à l'échelle de la France sur les 150 dernières années par assimilation de données dans des reconstructions ensemblistes. Hydrologie. Université Grenoble Alpes, 2019. Français.; https://theses.hal.science/tel-02506254","","","Devers, Alexandre; Vidal, Jean-Philippe; Lauvernet, Claire; Vannier, Olivier","",251,156,46,11,3704759056,3.45
"Datasets used for an OFB project on active biomonitoring with the amphipod Gammarus fossarum","dataset","https://doi.org/10.57745/NHZEZQ","doi:10.57745/NHZEZQ","The in situ caging of gammarids (Gammarus fossarum), developed by INRAE, has been used by French water agencies since 2018 to monitor chemical contamination. In 2022-2023, a study was carried out to optimise and extend the list of substances of interest to be analysed in caged gammarids. The methodology used was based on a bibliographic research and led to the construction of three datasets: (i) List of substances: This dataset contains identification details (name, CAS number, French SANDRE code and family) and monitoring information of the 1,751 candidates substances selected for the study; (ii) Substance characteristics: This dataset includes physico-chemical parameters (octanol/water partition coefficient, organic carbon/water partition coefficient, half-life of the substance through biodegradation, half-life of biotransformation in fish and bioconcentration factor) and Predicted No Effect Concentration (PNEC) values of the 1,751 candidate substances; (iii) Quantification frequencies (QF): This dataset contains 9,467 QF data for 1,633 candidate substances. These data come from French water agencies’ gammarus monitoring over the period 2020-2022 and from 132 studies on biota (crustaceans, molluscs, other invertebrates and fish) and sediment in fresh, transitional and marine waters over the period 2013-2022. For each QF data, the following information is provided: name of the substance, characteristics of the study (geographical scale, location, water type, number of sites, temporal scale, number of samples and matrix analysed), limit of quantification, method of analysis and study reference. The three data files are accompanied by 'dictionary' files describing the contents and sources of each field in the datasets.","2025-02-20T12:37:16Z","RIVERLY","LECOMTE, Vivien; COQUERY, Marina; MIEGE, C&eacute;cile; GEFFARD, Olivier, 2024, ""Datasets used for an OFB project on active biomonitoring with the amphipod Gammarus fossarum"", <a href=""https://doi.org/10.57745/NHZEZQ"" target=""_blank"">https://doi.org/10.57745/NHZEZQ</a>, Recherche Data Gouv, V2","riverly","RIVERLY","LECOMTE, Vivien; COQUERY, Marina; MIEGE, Cécile; GEFFARD, Olivier, 2024, ""Datasets used for an OFB project on active biomonitoring with the amphipod Gammarus fossarum"", https://doi.org/10.57745/NHZEZQ, Recherche Data Gouv, V2","inrae://10.57745/NHZEZQ","biomonitoring; Gammarus; biota; sediment; chemical contamination; emerging substance; bioaccumulation","Earth and Environmental Sciences",6,276127,"RELEASED",2,0,"2024-01-18T13:04:22Z","2025-02-20T12:37:16Z","LECOMTE, Vivien; INRAE; GEFFARD, Olivier; INRAE","V. Lecomte, M. Coquery, C. Miège, O. Geffard. 2023. Rapport de synthèse de l’étude « La biosurveillance active à l’aide de l’amphipode Gammarus fossarum : optimiser et élargir la liste des substances d’intérêt à rechercher ». Rapport INRAE-OFB, 94p.","INRAE Lyon-Grenoble Auvergne-Rhône-Alpes","","LECOMTE, Vivien; COQUERY, Marina; MIEGE, Cécile; GEFFARD, Olivier","",209,128,16,8,3677736,0.003
"Transcriptome assembly, open reading frames (ORF) predictions  and protein catalogues of two aquatic sentinel species : Palaemon serratus and Dreissena polymorpha","dataset","https://doi.org/10.57745/5TDKA4","doi:10.57745/5TDKA4","This dataset comprises RNA sequences from two well-established aquatic sentinel species, Dreissena polymorpha (a mollusk bivalve) and Palaemon serratus (a crustacean decapod), which are commonly used as bioindicators of environmental health. In addition, the dataset included the prediction of open reading frames (ORFs) of these reference transcriptomes, which can aid in the interpretation of mass spectra during proteogenomic analyses.","2023-07-12T12:38:22Z","RIVERLY","DEGLI ESPOSTI, DAVIDE; LEPR&Ecirc;TRE, MAXIME; SUGIER, KEVIN; XUEREB, BENO&Icirc;T; GEFFARD, ALAIN; PALOS-LADEIRO, MELISSA; GEFFARD, OLIVIER; CHAUMOT, ARNAUD, 2023, ""Transcriptome assembly, open reading frames (ORF) predictions and protein catalogues of two aquatic sentinel species : Palaemon serratus and Dreissena polymorpha"", <a href=""https://doi.org/10.57745/5TDKA4"" target=""_blank"">https://doi.org/10.57745/5TDKA4</a>, Recherche Data Gouv, V2, UNF:6:o4tYRQ2HbmsLY+L0FVBRLg== [fileUNF]","riverly","RIVERLY","DEGLI ESPOSTI, DAVIDE; LEPRÊTRE, MAXIME; SUGIER, KEVIN; XUEREB, BENOÎT; GEFFARD, ALAIN; PALOS-LADEIRO, MELISSA; GEFFARD, OLIVIER; CHAUMOT, ARNAUD, 2023, ""Transcriptome assembly, open reading frames (ORF) predictions and protein catalogues of two aquatic sentinel species : Palaemon serratus and Dreissena polymorpha"", https://doi.org/10.57745/5TDKA4, Recherche Data Gouv, V2, UNF:6:o4tYRQ2HbmsLY+L0FVBRLg== [fileUNF]","inrae://10.57745/5TDKA4","Sentinel Species; Ecotoxicology; Transcriptomes; Protein predictions","Earth and Environmental Sciences; Medicine, Health and Life Sciences",8,268577,"RELEASED",2,2,"2023-03-09T11:32:35Z","2023-07-12T13:02:56Z","DEGLI ESPOSTI, DAVIDE; INRAE","","","","DEGLI ESPOSTI, DAVIDE; LEPRÊTRE, MAXIME; SUGIER, KEVIN; XUEREB, BENOÎT; GEFFARD, ALAIN; PALOS-LADEIRO, MELISSA; GEFFARD, OLIVIER; CHAUMOT, ARNAUD","",284,152,3,3,1094430305,1.019
"Excitation/emission fluorescence database to identify hormones, pharmaceuticals, and pesticides in environmental samples","dataset","https://doi.org/10.57745/BJB0NW","doi:10.57745/BJB0NW","This database has been designed to meet the growing need to identify fluorophore contaminants in environmental matrices. It gathers spectral fingerprints for 108 fluorescent micropollutants, including hormones (19), pharmaceuticals (41) and pesticides (48). These spectral fingerprints, covering a wide spectral range, enable contaminants to be effectively distinguished from strongly fluorescing organic matter present in environmental samples. The data were obtained by preparing individual solutions of compounds, measuring the fluorescence spectra, and processing the data to eliminate interferences. Each compound is accompanied by full metadata, and the information is available online. This database constitutes a valuable tool for environmental monitoring, offering a comprehensive resource for the identification and characterization of fluorescent pollutants in environmental matrices.","2024-05-23T11:29:13Z","RIVERLY","Ba-Haddou, Hassan; Masson, Matthieu; Daval, Amandine; Ait Lyazidi, Saadia; Haddad, Mustapha; Coquery, Marina; Margoum, Christelle, 2024, ""Excitation/emission fluorescence database to identify hormones, pharmaceuticals, and pesticides in environmental samples"", <a href=""https://doi.org/10.57745/BJB0NW"" target=""_blank"">https://doi.org/10.57745/BJB0NW</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Ba-Haddou, Hassan; Masson, Matthieu; Daval, Amandine; Ait Lyazidi, Saadia; Haddad, Mustapha; Coquery, Marina; Margoum, Christelle, 2024, ""Excitation/emission fluorescence database to identify hormones, pharmaceuticals, and pesticides in environmental samples"", https://doi.org/10.57745/BJB0NW, Recherche Data Gouv, V1","inrae://10.57745/BJB0NW","organic micropollutants; drugs; phytopharmaceuticals; proteins; dissolved organic matter; fluorescence spectroscopy","Earth and Environmental Sciences",8,269663,"RELEASED",1,0,"2023-10-24T10:00:39Z","2024-05-23T11:29:13Z","Ba-Haddou, Hassan; INRAE / UMI-FSM; Margoum, Christelle; INRAE; Ait Lyazidi, Saadia; UMI-FSM","","National Research Institute for Agriculture, Food and the Environment; Centra National pour la Recherche Scientifique et Technique","","Ba-Haddou, Hassan; Masson, Matthieu; Daval, Amandine; Ait Lyazidi, Saadia; Haddad, Mustapha; Coquery, Marina; Margoum, Christelle","",587,330,85,26,58056075,0.054
"Data set of solid gaugings in several rivers","dataset","https://doi.org/10.57745/NLFT7Q","doi:10.57745/NLFT7Q","Suspended sediment gaugings including concentration and ADCP data obtained on several rivers world wide and used for the research article: ""River suspended-sand discharge computation with uncertainty estimation, using water samples and high-resolution ADCP measurements""","2023-06-12T08:08:58Z","RIVERLY","Laible, Jessica; Dramais, Guillaume; Camenen, Beno&icirc;t; Le Coz, J&eacute;r&ocirc;me; Topping, David J.; Santini, William; Pierrefeu, Gilles, 2023, ""Data set of solid gaugings in several rivers"", <a href=""https://doi.org/10.57745/NLFT7Q"" target=""_blank"">https://doi.org/10.57745/NLFT7Q</a>, Recherche Data Gouv, V1","riverly","RIVERLY","Laible, Jessica; Dramais, Guillaume; Camenen, Benoît; Le Coz, Jérôme; Topping, David J.; Santini, William; Pierrefeu, Gilles, 2023, ""Data set of solid gaugings in several rivers"", https://doi.org/10.57745/NLFT7Q, Recherche Data Gouv, V1","inrae://10.57745/NLFT7Q","solid gauging; suspended sand; ADCP","Earth and Environmental Sciences",9,271027,"RELEASED",1,1,"2023-04-20T09:35:12Z","2025-01-28T10:44:40Z","Marggraf, Jessica; INRAE; Camenen, Benoît; INRAE; Dramais, Guillaume; INRAE; Le Coz, Jérôme; INRAE","Dramais, G., Laible, J., Le Coz, J., Calmel, B., Camenen, B., Topping, D.J., Santini, W., Pierrefeu, G. River suspended-sand discharge-computation with uncertainty estimation, using water samples and high-resolution ADCP measurements","Institut national de recherche pour l'agriculture, l'alimentation et l'environnement","","Laible, Jessica; Dramais, Guillaume; Camenen, Benoît; Le Coz, Jérôme; Topping, David J.; Santini, William; Pierrefeu, Gilles","",188,109,18,5,80863901,0.075
"Site Atelier Ardières Morcille","dataset","https://doi.org/10.17180/obs.saam","doi:10.17180/obs.saam","L’observatoire Ardière-Morcille est situé dans le massif du Beaujolais, (60 km au nord-ouest de Lyon) et est représentatif des bassins versants viticoles du centre et du nord du Beaujolais (pédologie, climatologie, occupation des sols, etc.). Il vise à mieux comprendre et limiter les conséquences négatives des actions anthropiques, et notamment de la viticulture, sur le fonctionnement des écosystèmes aquatiques. Ses travaux s’inscrivent notamment dans l’objectif global de parvenir à une meilleure compréhension de la chaîne pressions-expositions-impacts, appliquée aux produits phytosanitaires. C’est un site atelier de la Zone Atelier du Bassin du Rhône (https://www.zabr.assograie.org/). Il participe également à l’initiative de recherche en écotoxicologie-toxicologie, Recotox (https://www.recotox.eu). Questions scientifiques du site Ce site traite des questions environnementales liées aux zones d'agriculture intensive, caractérisées, ici, par une importance marquée du vignoble. Plus précisément, les objectifs scientifiques sont les suivants : Améliorer la connaissance des principaux processus et facteurs impliqués dans le transfert hydrique des produits phytosanitaires et la réponse des milieux aquatiques : Mieux cerner les déterminants du transfert et de la dissipation des polluants vers et dans les cours d'eau en prenant en compte différentes voies de transfert hydrique (surface, sub-surface, nappe superficielle), et les facteurs clés de l'efficacité de diverses solutions fondées sur la nature visant à limiter les transferts (bande enherbée, haie, enherbement inter-rang), Evaluer les effets écologiques des produits phytosanitaires sur les écosystèmes aquatiques par des approches in natura, en ayant recours à un panel d'outils chimiques (préleveurs automatiques, capteurs passifs) et biologiques (communautés microbienne, diatomées, gammares), et en considérant la variabilité spatio-temporelle des réponses. Développer une modélisation spatialisée à l'échelle du bassin versant prenant en compte l'influence des éléments du paysage pour limiter le transfert hydrique des produits phytosanitaires vers les cours d'eau. Initier une analyse sociologique de la ""résistance"" des acteurs locaux aux changements et des leviers pour améliorer leur implication, au moyen d'entretiens semi-directifs auprès des différents acteurs concernés et par la mise en place de groupes de réflexion associant chercheurs et acteurs opérationnels Accès aux données : En adéquation avec la politique de l'infrastructure Réseau des Zones Ateliers (LTSER-Long-Term Social-Ecological Research), la volonté est de faciliter la mise à disposition des données selon les principes FAIR (facilité de découverte, d’accès, d’interopérabilité et réutilisation des données). Les données peuvent être consultées et visualisées librement, et un enregistrement est nécessaire pour les télécharger. Leur utilisation est soumise au respect des conditions mentionnées via l’onglet dédié ci-dessus. Après inscription, vous pouvez choisir le paramètre qui vous intéresse (précipitations, débit d'eau, concentrations chimiques ...) pour afficher la liste correspondante des séries chronologiques disponibles dans les stations concernées. En cliquant sur l'icône représentant une petite loupe, vous pouvez accéder à la série choisie. Vous devez enfin choisir la période qui vous intéresse pour visualiser ou télécharger les données qui vous sont ensuite transférées via votre adresse électronique. Sites expérimentaux Ardières L'Ardières est un cours d’eau qui se situe au Nord du département du Rhône, dans le Beaujolais. C’est un affluent de la Saône, son linéaire fait 29 km et la superficie de son bassin versant, 150 km². Beaujeu (en amont) et Saint Jean-d’Ardières (en aval) sont les deux principales communes du bassin. L'hydrologie de la rivière Ardières est suivie depuis 2011 à la station hydrométrique permanente PIZ. Des paramètres similaires à ceux de la station VER sont étudiés. Les stations CHA et MON permettent d'étudier la variation spatiale de la contamination par les pesticides et les oligo-éléments dans la rivière Ardières. Les suivis sur les deux cours d’eau donnent des indications sur l’effet du changement d’échelles (une photo du bassin et une carte de localisation des stations sont accessibles en bas à droite de cette page). Morcille La Morcille est un affluent de l’Ardières, son linéaire fait 9 km et la superficie de son bassin versant, 8 km². Le bassin versant se situe en majeure partie sur la commune de Villié-Morgon. Ce bassin versant a, jusqu'à présent, fait l'objet de la plupart des études. Il est équipé de stations de mesure hydrométéorologique permanentes (CAL pour les précipitations, (depuis 1992) ou plus ponctuelles (SJOV et RUY). La station permanente VER permet d'accéder aux les débits dans la Morcille (depuis 2002)). Différents paramètres sont mesurés à cette station VER (chimie, biologie, microbiologie, flux). Des suivis chimiques ont aussi été mis en œuvre ponctuellement aux stations SJO et SEN, afin de rendre compte de l’évolution spatiale de la contamination par les pesticides et les oligo-éléments dans la rivière Morcille. La station BE est équipée de piézomètres qui permettent de suivre l'évolution d'une nappe de versant en amont du bassin de la Morcille.","2024-11-22T12:35:57Z","BDOH","Gouy, V&eacute;ronique; Liger, Lucie; Carluer, Nadia; Margoum, Christelle, 2024, ""Site Atelier Ardi&egrave;res Morcille"", <a href=""https://doi.org/10.17180/obs.saam"" target=""_blank"">https://doi.org/10.17180/obs.saam</a>, Recherche Data Gouv, V1","BDOH","BDOH","Gouy, Véronique; Liger, Lucie; Carluer, Nadia; Margoum, Christelle, 2024, ""Site Atelier Ardières Morcille"", https://doi.org/10.17180/obs.saam, Recherche Data Gouv, V1","inrae://10.17180/obs.saam","pesticide; pollution agricole diffuse; buffer zone; flux; concentration; sampling; environmental impact; bassin versant expérimental","Earth and Environmental Sciences",0,274531,"RELEASED",1,0,"2024-10-17T08:50:51Z","2024-11-22T12:35:57Z","Support BDOH; INRAE","Ardières-Morcille in the Beaujolais, France: A research catchment dedicated to study of the transport and impacts of diffuse agricultural pollution in rivers","Laboratoire environnement ville société; RiverLy; Université Grenoble Alpes","France; Massif du Beaujolais,","Gouy, Véronique; Liger, Lucie; Carluer, Nadia; Margoum, Christelle","",42,40,0,0,0,0
