"dataset_DOI","url","name","citation","description","identifier_of_dataverse","subjects","keywords","fileCount","createdAt","authors","viewsTotal","viewsUnique","downloadsTotal","downloadsUnique","storage_size_bytes","storage_size_GB"
"doi:10.17180/obs.yzeron","https://doi.org/10.17180/obs.yzeron","Suivi hydrologique du bassin versant périurbain de l'Yzeron","Lagouy, Mickaël; Branger, Flora; Thollet, Fabien; Breil, Pascal; Dramais, Guillaume, 2024, ""Suivi hydrologique du bassin versant périurbain de l'Yzeron"", https://doi.org/10.17180/obs.yzeron, Recherche Data Gouv, V1","Yzeron: un bassin versant expérimental péri-urbain Le bassin versant de l’Yzeron (150 km²) est situé en périphérie ouest de l’agglomération lyonnaise. Il subit depuis le XXe siècle l’influence du développement de la ville de Lyon. Cela se traduit par une augmentation de l’imperméabilisation dans son aval urbain mais aussi à partir des villages satellites, la modification des chemins d’écoulement naturels du fait de la présence de réseaux d’assainissement, ainsi qu'une déprise agricole au profit des forêts dans sa partie amont. Ces évolutions ont des conséquences importantes sur le régime hydrologique des cours d’eau (crues, étiages, mais aussi bilan hydrologique et recharge de la nappe), ainsi que sur leur qualité chimique et écologique. L’objectif la recherche menée sur ce bassin est de mieux connaître et quantifier ces conséquences pour répondre aux enjeux opérationnels de gestion et de planification, dans un contexte de changement global. Le bassin versant est suivi depuis 1997 dans le cadre de l'Observatoire de Terrain en Hydrologie Urbaine (OTHU) par le Cemagref, devenu Irstea puis INRAE (unité de recherche Hydrologie-Hydraulique UR HHLY devenue RiverLy en 2018) et ses partenaires de l'OTHU. Le réseau de mesures expérimental géré dans cet observatoire est complémentaire du réseau de mesures opérationnel, constitué de postes pluviométriques du Grand Lyon, ainsi que des stations hydrométriques de la DREAL Rhône-Alpes de Craponne et Taffignon sur la rivière Yzeron. Depuis 2016, le bassin expérimental de l’Yzeron est également membre de l’infrastructure de recherche OZCAR. Nos mesures sont organisées à plusieurs niveaux: suivi hydrologique général de long terme, constitué de postes pluviométriques et de stations hydrométriques en cours d'eau et réseau d'assainissement, répartis sur l'ensemble du bassin versant selon une logique de sous-bassins versants emboîtés; suivi plus détaillé sur deux petits sous-bassins versants de quelques km², le Mercier et la Chaudanne, où sont également réalisées des expérimentations spécifiques sur des durées limitées. depuis 2017 suivi qualité régulier réalisé sur le sous-bassin du Ratier Pour en savoir plus : http://www.graie.org/othu Sites expérimentaux Bassin versant de l'Yzeron Ce site expérimental regroupe l'ensemble des données acquises sur les stations de long terme, notamment dans le cadre de l'OTHU. Il s'agit essentiellement de données de pluie, hauteur d'eau, débit, en rivière et pour quelques points dans le réseau d'assainissement. Experimentations Chaudanne Suivi physico-chimique de l'eau hyporhéïque et de surface avec des sondes multi-paramètres. Expérimentations Mercier Ce site expérimental regroupe des données issues de travaux spécifiques réalisés sur le sous-bassin rural du Mercier, dans le cadre de la thèse de B. Sarrazin (2012) et du projet IRIP de cartographie du ruissellement (Dehotin et Breil, 2011). Retenues collinaires Pas de description disponible","BDOH","Earth and Environmental Sciences","urban hydrology; hydrology; bassin versant experimental; periurban areas",0,"2024-10-17T10:38:23Z","Lagouy, Mickaël; Branger, Flora; Thollet, Fabien; Breil, Pascal; Dramais, Guillaume",38,31,0,0,0,0
"doi:10.17180/obs.tpg","https://doi.org/10.17180/obs.tpg","Pluviométrie d'altitude dans les Alpes","Dramais, Guillaume; Ribot-Bruno, José; Lagouy, Mickaël, 2024, ""Pluviométrie d'altitude dans les Alpes"", https://doi.org/10.17180/obs.tpg, Recherche Data Gouv, V1","Le programme TPG pour (Transect de Pluviographes pour l'analyse et la modélisation de Gradients d'intensités en altitude) s'est déroulé de 1987 à 1995 puis de 1999 à 2004. Durant ces deux périodes, 28 stations ont été équipées de pluviographes. L'objectif de ce programme visait à estimer localement les quantiles de pluies de crêtes et de versants, à partir de résultats régionaux, afin d'élaborer un modèle de précipitations de zones d'altitudes. Le réseau TPG a été implanté à partir de 1987 dans les pré-Alpes du Nord, le long d'un axe joignant Lyon (69) à Fond de France (38), traversant ainsi l'ensemble Bas-Dauphiné/Chartreuse/Belledone, sur environ 100 km. A partir de 1999, l'axe s'est prolongé vers l'est (TPG Est) dans le département de la Savoie pour englober la vallée de la Maurienne et les versants liés.","BDOH","Earth and Environmental Sciences","meteorology; rain gauge; mountain",0,"2024-10-17T10:21:59Z","Dramais, Guillaume; Ribot-Bruno, José; Lagouy, Mickaël",17,14,0,0,0,0
"doi:10.57745/KP9PO5","https://doi.org/10.57745/KP9PO5","Experimental test of Gammarus fossarum sentitivity to hypoxic stress","RECOURA-MASSAQUANT, REMI; MARTINACHE, PIERRE; DELORME, NICOLAS; CHAUMOT, ARNAUD, 2022, ""Experimental test of Gammarus fossarum sentitivity to hypoxic stress"", https://doi.org/10.57745/KP9PO5, Recherche Data Gouv, V2, UNF:6:dDU/JI2jyFCepRvvOeXJbw== [fileUNF]","This dataset reports the results of the different experiments (laboratory and field exposures) that took place to understand the impact of low oxygen levels (realistic, constant, pulse) on the survival of the crustacean Gammarus fossarum (adult organisms)","inrae","Earth and Environmental Sciences","hypoxia; gammarus; ecotoxicology",2,"2022-09-05T14:38:53Z","RECOURA-MASSAQUANT, REMI; MARTINACHE, PIERRE; DELORME, NICOLAS; CHAUMOT, ARNAUD",843,252,34,13,NA,NA
"doi:10.57745/RZ1LWK","https://doi.org/10.57745/RZ1LWK","Maillage du modèle hydrologique J2000 Arvan","LEMOINE, ANTHONY, 2022, ""Maillage du modèle hydrologique J2000 Arvan"", https://doi.org/10.57745/RZ1LWK, Recherche Data Gouv, V1","Éléments qui composent le maillage du modèle hydrologique J2000 pour le bassin versant de l'Arvan à St Jean d'Arves. Les fichiers ""hru"" représentent les mailles du maillage. Les fichiers ""reach"" décrivent les tronçons qui composent le réseau hydrographique. Les fichiers ""Points_Arvan-10"" indiquent la localisation des prélèvements éco-hydrologiques ainsi que les stations hydrométriques du bassin versant.","inrae","Earth and Environmental Sciences","",12,"2022-09-10T14:24:14Z","LEMOINE, ANTHONY",713,231,4,2,NA,NA
"doi:10.57745/LBPGFS","https://doi.org/10.57745/LBPGFS","Past and future discharge and stream temperature at high spatial resolution in a large European basin (Loire basin, France)","Seyedhashemi, Hanieh; Moatar, Florentina; Vidal, Jean-Philippe; Thiéry, Dominique, 2022, ""Past and future discharge and stream temperature at high spatial resolution in a large European basin (Loire basin, France)"", https://doi.org/10.57745/LBPGFS, Recherche Data Gouv, V1","The daily discharge and stream temperature in retrospective simulation over the 1963-2019 period and under 7 projections over the 1976-2100 period for 52278 reaches over the Loire River basin using T-NET hyrographic network. Please read ""Readme.txt"" to learn how to use the data.","inrae","Earth and Environmental Sciences","",25,"2022-12-01T09:52:08Z","Seyedhashemi, Hanieh; Moatar, Florentina; Vidal, Jean-Philippe; Thiéry,  Dominique",1129,387,98,46,NA,NA
"doi:10.57745/BFHGO3","https://doi.org/10.57745/BFHGO3","Dataset of a laboratory experiment on the effect of the storage capacity of a city block on unsteady urban floodwaters","Mejía-Morales, Miguel Angel; Mignot, Emmanuel; Paquier, André; Proust, Sébastien, 2022, ""Dataset of a laboratory experiment on the effect of the storage capacity of a city block on unsteady urban floodwaters"", https://doi.org/10.57745/BFHGO3, Recherche Data Gouv, V1, UNF:6:lih4BgXngcms3ZjPvaJy3A== [fileUNF]","This dataset is composed of experimental measurements collected on a laboratory facility, a 5.4 m long and 3.2 m wide tilted platform. The latter represents an urban area, consisting of a porous rectangular city block (one opening on each sidewall) and four surrounding streets. The experiments were performed under unsteady flow conditions, using three different inflow hydrographs (denoted as H.LSS, H.LLL and H.SLS), all with the same peak discharge (Qpk ≈ 5 l/s). Additional experiments were carried out under steady flow conditions, for an inflow discharge of 5 l/s. Measurements were conducted by varying the storage capacity of the city block (φ = 0, 0.5, 0.75, 0.9 and 1). We present here the following measurements: (1) one inflow discharge and four outflow discharges; (2) flow depths in the inlet street, four outlet streets, and four streets surrounding the block, as well as flow depths within the city block (11 locations); (3) velocities in the right-hand and left-hand streets (2 locations), only for the inflow hydrograph H.LSS and steady flow.","eos","Earth and Environmental Sciences; Physics","Urban flooding; LSPIV; Flood risk; Unsteady flow",21,"2022-12-02T09:50:43Z","Mejía-Morales, Miguel Angel; Mignot, Emmanuel; Paquier, André; Proust, Sébastien",1017,296,618,24,NA,NA
"doi:10.57745/52HT2L","https://doi.org/10.57745/52HT2L","BERGER-SPAZM","LEMOINE, ANTHONY, 2022, ""BERGER-SPAZM"", https://doi.org/10.57745/52HT2L, Recherche Data Gouv, V4","Simulations hydrologiques du bassin de l'Arvan réalisées avec le modèle hydrologique semi-distribué J2000 et les forçages atmosphériques SPAZM. Pour le maillage du modèle hydrologique se référer au dépot : https://doi.org/10.57745/RZ1LWK","inrae","Earth and Environmental Sciences","",10,"2022-09-10T09:31:05Z","LEMOINE, ANTHONY",736,241,13,5,NA,NA
"doi:10.57745/UJOCJ8","https://doi.org/10.57745/UJOCJ8","Data set of a laboratory experiment on the impact of the conveyance porosity of an urban block on the flood risk assessment","Mejía-Morales, Miguel Angel; Mignot, Emmanuel; Paquier, André; Proust, Sébastien, 2023, ""Data set of a laboratory experiment on the impact of the conveyance porosity of an urban block on the flood risk assessment"", https://doi.org/10.57745/UJOCJ8, Recherche Data Gouv, V1, UNF:6:Md2Yh9DNuCDyRl3U3kNGCw== [fileUNF]","This dataset is composed of experimental measurements collected on a 5.4 m long and 3.2 m wide laboratory platform, which represents an urban area consisting of a porous rectangular city block (rectangular openings in the block walls) and four surrounding streets, 0.15 m wide (labeled, right, left, downstream and upstream). The experiments were performed under steady flow conditions. The total inlet discharge, QinT = 6.5 l/s, was partitioned between the inflow in the right street (Qin1 = 4.5 l/s) and left street (Qin2 = 2.0 l/s). Measurements were conducted by (i) varying the number and location of openings in the block sidewalls (cases C00-00, C100-00, C00-04, C00-12, C06-00, C19-00, C06-04, C19-12); and (ii) for a fixed number of openings in the block walls (four in total), varying their location (cases C1, C2, C3, C4, C5). We present here the following measurements: (1) time-averaged flow depths within the city block and in the surrounding streets and (2) time-averaged surface velocities within the city block and in the surrounding streets.","eos","Earth and Environmental Sciences; Physics","Urban flooding; Porosity; Shallow flows; Flood risk; Flow intrusion; Floodwater",48,"2022-12-07T08:14:56Z","Mejía-Morales, Miguel Angel; Mignot, Emmanuel; Paquier, André; Proust, Sébastien",1150,307,663,26,NA,NA
"doi:10.57745/EQURJN","https://doi.org/10.57745/EQURJN","Dataset of a laboratory experiment on shallow mixing layers over smooth bed in a tilted open channel","PROUST, SEBASTIEN; BERNI, CELINE; NIKORA, VLADIMIR, 2022, ""Dataset of a laboratory experiment on shallow mixing layers over smooth bed in a tilted open channel"", https://doi.org/10.57745/EQURJN, Recherche Data Gouv, V2, UNF:6:fSznfN4puOs6wLlsjq5baA== [fileUNF]","This dataset is composed of experimental measurements collected in an 18 m long and 2 m wide tilted open-channel flume. The focus is on shallow mixing layers developing behind a vertical splitter plate over a hydraulically smooth bed. Four values of the total flow rate Q were used (120, 60, 30, and 14 l/s) to vary vertical flow confinement (i.e. flow depth). For each Q-value, the inflow conditions were changed. The experiments start with uniform flow conditions, i.e., with Q1 = Q2, where Q1 is the right-hand inflow discharge and Q2 is the left-hand inflow discharge, with Q = Q1+Q2. Then, for a given Q-value, shallow mixing layers were created by varying the flow partition between the two inlet tanks (with Q1 < Q2). Twenty flow cases were investigated, including four uniform flows and 16 mixing layers. Each flow case is identified by its values of Q1 and Q2, e.g., case 03-27 corresponds to Q1 = 3 l/s and Q2 = 27 l/s. We present here the measurements of (1) water flow depths, (2) one-point velocity measurements; and (3) two-point velocity measurements. They enabled us to explore the flow structure along the whole length of the flume, including the time-averaged flow, the turbulence statistics, and the large-scale coherent structures.","eos","Earth and Environmental Sciences; Physics","Fluid Mechanics; Hydraulics",101,"2022-07-25T07:22:19Z","PROUST, SEBASTIEN; BERNI, CELINE; NIKORA, VLADIMIR",2788,557,372,12,NA,NA
"doi:10.57745/NHZEZQ","https://doi.org/10.57745/NHZEZQ","Datasets used for an OFB project on active biomonitoring with the amphipod Gammarus fossarum","LECOMTE, Vivien; COQUERY, Marina; MIEGE, Cécile; GEFFARD, Olivier, 2024, ""Datasets used for an OFB project on active biomonitoring with the amphipod Gammarus fossarum"", https://doi.org/10.57745/NHZEZQ, Recherche Data Gouv, V1","The in situ caging of gammarids (Gammarus fossarum), developed by INRAE, has been used by French water agencies since 2018 to monitor chemical contamination. In 2022-2023, a study was carried out to optimise and extend the list of substances of interest to be analysed in caged gammarids. The methodology used was based on a bibliographic research and led to the construction of three datasets: (i) List of substances: This dataset contains identification details (name, CAS number, French SANDRE code and family) and monitoring information of the 1,751 candidates substances selected for the study; (ii) Substance characteristics: This dataset includes physico-chemical parameters (octanol/water partition coefficient, organic carbon/water partition coefficient, half-life of the substance through biodegradation, half-life of biotransformation in fish and bioconcentration factor) and Predicted No Effect Concentration (PNEC) values of the 1,751 candidate substances; (iii) Quantification frequencies (QF): This dataset contains 9,467 QF data for 1,633 candidate substances. These data come from French water agencies’ gammarus monitoring over the period 2020-2022 and from 132 studies on biota (crustaceans, molluscs, other invertebrates and fish) and sediment in fresh, transitional and marine waters over the period 2013-2022. For each QF data, the following information is provided: name of the substance, characteristics of the study (geographical scale, location, water type, number of sites, temporal scale, number of samples and matrix analysed), limit of quantification, method of analysis and study reference. The three data files are accompanied by 'dictionary' files describing the contents and sources of each field in the datasets.","riverly","Earth and Environmental Sciences","biomonitoring; Gammarus; biota; sediment; chemical contamination; emerging substance; bioaccumulation",6,"2024-01-18T13:04:22Z","LECOMTE, Vivien; COQUERY, Marina; MIEGE, Cécile; GEFFARD, Olivier",117,82,11,4,2223313,0.002
"doi:10.57745/AKAFYC","https://doi.org/10.57745/AKAFYC","FYRE Hydro","Devers, Alexandre; Vidal, Jean-Philippe; Lauvernet, Claire; Vannier, Olivier; Caillouet, Laurie, 2023, ""FYRE Hydro"", https://doi.org/10.57745/AKAFYC, Recherche Data Gouv, V1","The hydrological reanalysis over France – called FYRE Hydro (French hYdrometeorological REanalysis Hydro) – provides daily ensemble streamflow over 661 near-natural catchments of France over the 1871-2012 period. The reanalysis is built by assimilating daily discharge observations into the hydrological reconstructions through an offline Ensemble Square Root Filter -- a modified Ensemble Kalman Filter.","riverly","Earth and Environmental Sciences","reanalysis, hydrology, france",5,"2023-02-01T09:48:04Z","Devers, Alexandre; Vidal, Jean-Philippe; Lauvernet, Claire; Vannier, Olivier; Caillouet, Laurie",382,169,101,20,3704759055,3.45
"doi:10.57745/938OJU","https://doi.org/10.57745/938OJU","HydREM","Devers, Alexandre; Vidal, Jean-Philippe; Claire, Lauvernet; Olivier, Vannier, 2023, ""HydREM"", https://doi.org/10.57745/938OJU, Recherche Data Gouv, V1","The hydrological reconstruction over France – called HydREM (Hydrological REconstruction with Model error) – provides daily ensemble streamflow over 661 near-natural catchments of France over the 1871-2012 period. The HydREM reconstruction are build upon the HydRE reconstruction with the addition of an hydrological model error based on the relative discrepancies between observed and simulated streamflow.","riverly","Earth and Environmental Sciences","reconstruction, hydrology, france",5,"2023-02-01T09:40:16Z","Devers, Alexandre; Vidal, Jean-Philippe; Claire, Lauvernet; Olivier, Vannier",206,138,35,11,3704759056,3.45
"doi:10.57745/BJB0NW","https://doi.org/10.57745/BJB0NW","Excitation/emission fluorescence database to identify hormones, pharmaceuticals, and pesticides in environmental samples","Ba-Haddou, Hassan; Masson, Matthieu; Daval, Amandine; Ait Lyazidi, Saadia; Haddad, Mustapha; Coquery, Marina; Margoum, Christelle, 2024, ""Excitation/emission fluorescence database to identify hormones, pharmaceuticals, and pesticides in environmental samples"", https://doi.org/10.57745/BJB0NW, Recherche Data Gouv, V1","This database has been designed to meet the growing need to identify fluorophore contaminants in environmental matrices. It gathers spectral fingerprints for 108 fluorescent micropollutants, including hormones (19), pharmaceuticals (41) and pesticides (48). These spectral fingerprints, covering a wide spectral range, enable contaminants to be effectively distinguished from strongly fluorescing organic matter present in environmental samples. The data were obtained by preparing individual solutions of compounds, measuring the fluorescence spectra, and processing the data to eliminate interferences. Each compound is accompanied by full metadata, and the information is available online. This database constitutes a valuable tool for environmental monitoring, offering a comprehensive resource for the identification and characterization of fluorescent pollutants in environmental matrices.","riverly","Earth and Environmental Sciences","organic micropollutants; drugs; phytopharmaceuticals; proteins; dissolved organic matter; fluorescence spectroscopy",8,"2023-10-24T10:00:39Z","Ba-Haddou, Hassan; Masson, Matthieu; Daval, Amandine; Ait Lyazidi, Saadia; Haddad, Mustapha; Coquery, Marina; Margoum, Christelle",458,249,64,19,58056075,0.054
"doi:10.15454/2YVY4O","https://doi.org/10.15454/2YVY4O","Global sensitivity analysis code and input data for PESHMELBA","ROUZIES, EMILIE; LAUVERNET, CLAIRE, 2022, ""Global sensitivity analysis code and input data for PESHMELBA"", https://doi.org/10.15454/2YVY4O, Recherche Data Gouv, V1","Global sensitivity analysis code and input data (sample and SA indices) for PESHMELBA for the paper ""How to perform global sensitivity analysis of a catchment-scale, distributed pesticide transfer model ? Application to the PESHMELBA model."", Emilie Rouzies, Claire Lauvernet, Bruno Sudret, and Arthur Vidard. DOI:10.5194/gmd-2021-425 English (2022-08-03)","eos","Earth and Environmental Sciences; Mathematical Sciences","PESHMELBA, sensitivity analysis, pesticide, distributed modeling",1,"2022-03-07T23:41:01Z","ROUZIES, EMILIE; LAUVERNET, CLAIRE",268,153,6,4,NA,NA
